文件: ,G:\desktop\实验图片\5\FLIR7615.jpg

帧 1,27.342,27.307,27.255,27.29,27.324,27.29,27.273,27.307,27.307,27.273,27.324,27.687,28.203,28.733,28.972,28.989,28.972,28.836,28.391,28.151,28.1,28.048,28.014,27.997,27.928,27.894,27.894,27.859,27.808,27.687,27.532,27.532,27.601,27.566,27.601,27.635,27.601,27.514,27.549,27.618,27.601,27.911,28.391,28.784,28.955,29.057,29.074,29.091,29.091,28.699,28.065,27.928,27.928,27.721,27.704,27.739,27.566,27.566,27.497,27.566,27.532,27.584,27.601,27.514,27.445,27.549,27.653,27.532,27.497,27.445,27.704,28.271,28.699,28.819,28.836,28.938,28.972,28.819,28.254,27.928,27.808,27.704,27.721,27.773,27.704,27.653,27.653,27.635,27.618,27.584,27.601,27.653,27.687,27.739,27.739,27.687,27.635,27.704,27.704,27.739,27.721,27.773,27.825,27.79,27.842,27.859,27.894,27.911,27.894,27.859,27.859,27.825,27.773,27.98,28.443,28.904,29.125,29.142,29.193,29.176,29.125,28.904,28.426,28.22,28.065,28.1,28.048,27.98,27.997,28.014,28.048,28.117,28.083,28.22,28.168,28.237,28.186,28.237,28.237,28.203,28.134,28.134,28.168,28.134,28.014,28.168,28.117,28.065,28.014,27.98,27.945,27.928,27.894,27.876,27.911,27.911,28.014,28.014,28.014,28.083,28.134,28.186,28.151,28.134,28.117,28.117,28.168,28.237,28.408,29.329,29.972,30.057,29.989,29.414,28.819,28.562,28.391,28.34,28.271,28.168,28.151,28.168,28.186,28.186,28.22,28.22,28.168,28.117,28.1,28.134,28.203,28.306,28.323,28.323,28.237,28.22,28.271,28.203,28.186,28.168,28.203,28.22,28.203,28.254,28.289,28.271,28.374,28.374,28.426,28.408,28.426,28.477,28.46,28.46,28.391,28.306,28.323,28.237,28.306,28.289,28.323,28.254,28.186,27.997,27.79,27.601,27.411,27.255,27.169,27.082,26.978,26.943,26.961,27.082,26.995,26.926,26.683,26.665,26.613,26.648,26.909,27.497,27.79,28.031,28.186,28.374,28.391,28.443,28.614,28.733,28.75,28.819,28.921,28.75,28.784,28.767,28.699,28.87,28.75,28.75,28.75,28.648,28.699,28.648,28.562,28.511,28.528,28.58,28.545,28.528,28.545,28.614,28.477,28.323,28.426,28.477,28.357,28.391,28.374,28.306,28.357,28.306,28.254,28.306,28.271,28.237,28.237,28.203,28.237,28.254,28.237,28.22,28.271,28.186,28.237,28.237,28.1,28.048,27.997,27.98,27.997,28.048,28.031,27.962,27.945,27.842,27.79,27.704,27.635,27.514,27.169,26.926,26.822,26.752,26.735,26.735,26.735,26.7,26.613,26.578
,27.411,27.324,27.255,27.307,27.273,27.238,27.255,27.29,27.29,27.307,27.428,27.549,27.945,28.357,28.631,28.836,28.989,28.989,28.682,28.203,28.083,28.048,27.98,27.945,27.911,27.859,27.825,27.79,27.756,27.653,27.566,27.584,27.394,27.324,27.428,27.497,27.463,27.48,27.463,27.497,27.445,27.859,28.203,28.716,28.921,29.04,29.074,29.074,29.023,28.614,28.031,27.825,27.67,27.67,27.514,27.549,27.48,27.411,27.394,27.394,27.342,27.376,27.359,27.273,27.29,27.359,27.394,27.394,27.463,27.359,27.532,27.514,28.357,28.682,28.819,28.921,28.921,28.904,28.528,28.048,27.842,27.704,27.635,27.601,27.566,27.532,27.584,27.549,27.532,27.514,27.532,27.549,27.497,27.618,27.67,27.497,27.532,27.514,27.584,27.635,27.618,27.566,27.566,27.601,27.704,27.721,27.67,27.721,27.79,27.842,27.825,27.773,27.721,27.894,28.46,29.006,29.142,29.176,29.193,29.159,29.108,28.801,28.22,28.031,27.962,27.98,27.911,27.842,27.911,27.911,27.945,27.997,27.911,28.048,27.945,27.928,27.825,27.962,27.962,27.962,27.928,27.962,28.048,27.997,27.894,28.014,27.945,27.894,27.945,27.894,27.842,27.825,27.79,27.773,27.773,27.79,27.876,27.825,27.911,27.945,28.031,28.065,28.1,28.1,28.031,27.98,27.945,27.928,28.117,28.733,29.566,29.972,29.955,29.448,28.801,28.289,28.065,28.065,27.997,27.945,27.928,27.98,27.997,27.997,28.031,28.065,28.083,27.962,27.859,27.859,27.98,28.117,28.134,28.1,28.1,28.065,28.1,28.048,28.1,28.031,28.083,28.048,28.083,28.083,28.083,27.997,28.168,28.22,28.22,28.134,28.306,28.254,28.289,28.151,28.048,28.1,27.997,27.997,27.98,28.083,27.962,27.98,28.031,27.911,27.721,27.584,27.411,27.221,27.117,27.03,26.961,26.926,26.978,26.978,26.943,26.77,26.63,26.613,26.578,26.648,26.909,27.428,27.584,27.876,27.928,27.962,27.962,27.962,28.186,28.357,28.34,28.408,28.46,28.443,28.631,28.374,28.58,28.614,28.391,28.58,28.34,28.34,28.357,28.323,28.357,28.34,28.271,28.271,28.34,28.323,28.391,28.237,28.203,28.237,28.357,28.083,28.117,28.186,28.203,28.203,28.203,28.22,28.237,28.186,28.271,28.237,28.151,28.117,28.117,28.134,28.151,28.134,28.134,28.083,28.1,28.117,27.98,27.98,27.98,28.014,28.048,28.048,28.048,28.031,27.945,27.842,27.773,27.704,27.635,27.445,27.117,26.961,26.822,26.735,26.752,26.735,26.735,26.7,26.63,26.596
,27.359,27.273,27.221,27.29,27.255,27.221,27.238,27.273,27.29,27.376,27.445,27.601,27.79,28.306,28.665,28.87,29.006,29.057,28.955,28.34,28.168,28.031,27.962,27.894,27.842,27.825,27.79,27.721,27.618,27.618,27.238,27.359,27.273,27.238,27.273,27.29,27.29,27.342,27.359,27.394,27.376,27.842,28.254,28.716,28.904,28.989,29.04,29.074,29.006,28.58,27.79,27.601,27.497,27.532,27.411,27.428,27.342,27.255,27.273,27.255,27.238,27.203,27.186,27.203,27.186,27.169,27.169,27.221,27.273,27.169,27.273,27.255,27.445,28.083,28.682,28.819,28.853,28.938,28.87,28.648,28.117,27.653,27.566,27.514,27.463,27.376,27.359,27.428,27.394,27.394,27.394,27.411,27.411,27.463,27.359,27.29,27.359,27.428,27.514,27.514,27.497,27.48,27.48,27.532,27.549,27.618,27.653,27.549,27.48,27.514,27.601,27.67,27.687,27.928,28.511,29.023,29.159,29.176,29.193,29.176,29.074,28.597,27.98,27.98,27.825,27.859,27.808,27.773,27.842,27.808,27.859,27.876,27.773,27.842,27.825,27.704,27.704,27.67,27.756,27.756,27.773,27.825,27.859,27.876,27.876,27.842,27.704,27.773,27.808,27.808,27.721,27.739,27.687,27.687,27.653,27.67,27.704,27.721,27.808,27.825,27.997,27.98,27.945,27.98,27.842,27.808,27.808,27.773,27.876,28.168,28.921,29.6,29.803,29.583,28.921,28.22,27.945,27.894,27.825,27.808,27.842,27.859,27.842,27.842,27.773,27.79,27.911,27.825,27.721,27.704,27.704,27.808,27.859,27.842,27.945,27.962,27.911,27.928,27.962,27.894,27.911,27.894,27.876,27.825,27.842,27.773,27.928,27.928,27.98,27.911,27.894,27.911,28.014,27.911,27.997,27.825,27.79,27.842,27.721,27.687,27.653,27.67,27.687,27.618,27.514,27.463,27.324,27.186,27.117,26.995,26.891,26.874,26.926,26.926,26.995,26.735,26.63,26.561,26.561,26.683,27.151,27.411,27.48,27.721,27.756,27.756,27.756,27.79,27.911,27.945,27.962,28.083,28.151,28.065,28.014,27.997,27.842,27.911,27.997,27.997,27.945,27.997,27.98,27.962,28.083,28.031,27.911,27.945,27.997,27.945,28.031,27.962,28.083,28.031,28.083,28.031,27.997,27.928,27.962,27.997,27.928,27.876,27.962,28.031,28.048,28.083,27.911,27.911,27.894,27.928,27.997,28.031,28.014,28.048,27.997,28.048,28.014,28.031,27.98,27.928,27.894,27.859,27.842,27.911,27.876,27.808,27.756,27.739,27.687,27.394,27.03,26.926,26.822,26.787,26.735,26.7,26.7,26.7,26.665,26.596
,27.324,27.221,27.186,27.255,27.238,27.203,27.221,27.238,27.203,27.238,27.376,27.653,27.756,28.1,28.494,28.784,28.989,29.108,29.074,28.682,28.391,28.117,27.962,27.894,27.825,27.773,27.739,27.721,27.601,27.411,27.342,27.255,27.117,27.099,27.117,27.099,27.169,27.203,27.238,27.238,27.29,27.842,28.408,28.819,28.955,29.006,29.04,29.057,28.955,28.46,27.721,27.48,27.273,27.324,27.169,27.29,27.255,26.995,27.013,27.047,27.03,27.013,27.03,27.065,27.065,27.013,27.047,27.013,26.961,26.943,27.134,27.117,27.117,27.29,27.842,28.426,28.784,28.904,28.921,28.921,28.767,28.151,27.584,27.445,27.359,27.273,27.186,27.221,27.186,27.221,27.203,27.238,27.238,27.186,27.169,27.238,27.117,27.238,27.324,27.29,27.342,27.411,27.394,27.394,27.411,27.445,27.463,27.445,27.428,27.445,27.566,27.601,27.635,28.031,28.716,28.989,29.125,29.159,29.193,29.176,29.023,28.477,27.808,27.842,27.739,27.721,27.739,27.704,27.721,27.721,27.773,27.739,27.67,27.687,27.67,27.601,27.635,27.566,27.653,27.635,27.687,27.67,27.618,27.67,27.739,27.687,27.67,27.704,27.618,27.635,27.635,27.584,27.584,27.549,27.514,27.584,27.566,27.566,27.67,27.704,27.842,27.808,27.653,27.67,27.653,27.601,27.687,27.721,27.721,27.773,28.597,29.397,29.6,29.465,28.938,28.203,27.825,27.704,27.687,27.687,27.653,27.653,27.618,27.584,27.618,27.584,27.566,27.584,27.584,27.566,27.584,27.618,27.653,27.67,27.704,27.808,27.756,27.808,27.773,27.739,27.756,27.739,27.687,27.653,27.704,27.687,27.756,27.739,27.721,27.704,27.653,27.739,27.67,27.687,27.704,27.618,27.653,27.635,27.532,27.601,27.497,27.497,27.463,27.48,27.428,27.342,27.273,27.134,26.943,26.839,26.787,26.787,26.822,26.839,26.856,26.717,26.665,26.561,26.561,26.752,27.238,27.376,27.463,27.601,27.67,27.687,27.704,27.704,27.79,27.842,27.859,27.894,27.825,27.808,27.79,27.756,27.825,27.756,27.739,27.635,27.808,27.79,27.859,27.825,27.894,27.842,27.773,27.721,27.67,27.653,27.721,27.842,27.842,27.808,27.739,27.756,27.756,27.721,27.721,27.756,27.687,27.635,27.635,27.463,27.428,27.428,27.532,27.601,27.584,27.618,27.67,27.756,27.894,27.98,27.98,28.048,28.014,27.997,27.962,27.945,27.928,27.894,27.859,27.842,27.773,27.808,27.721,27.704,27.653,27.324,26.995,26.909,26.856,26.822,26.717,26.665,26.613,26.613,26.648,26.665
,27.307,27.238,27.203,27.238,27.186,27.134,27.151,27.221,27.29,27.359,27.445,27.601,27.704,27.825,28.134,28.597,28.972,29.108,29.091,29.006,28.699,28.289,28.014,27.876,27.808,27.756,27.704,27.635,27.359,27.376,27.273,27.169,27.065,26.978,26.961,26.995,27.065,27.065,27.082,27.03,27.134,27.687,28.46,28.853,28.955,28.972,29.006,29.023,28.699,28.031,27.739,27.186,27.186,27.117,27.134,27.082,27.117,26.856,26.822,26.839,26.822,26.804,26.822,26.891,26.874,26.909,26.874,26.787,26.648,26.926,27.047,27.082,27.013,26.978,27.324,27.687,28.237,28.733,28.921,28.972,29.006,28.801,28.151,27.532,27.29,27.203,27.169,27.082,27.013,27.047,27.099,26.961,27.117,26.995,27.065,27.134,26.995,26.995,26.995,27.065,27.169,27.255,27.255,27.186,27.203,27.238,27.238,27.203,27.203,27.238,27.324,27.428,27.584,28.1,28.853,29.006,29.125,29.176,29.176,29.159,28.853,28.186,27.756,27.687,27.687,27.653,27.67,27.618,27.618,27.618,27.618,27.653,27.635,27.618,27.549,27.497,27.584,27.48,27.48,27.514,27.549,27.48,27.411,27.549,27.411,27.497,27.514,27.549,27.584,27.532,27.445,27.463,27.463,27.394,27.411,27.394,27.463,27.428,27.497,27.584,27.635,27.773,27.549,27.376,27.359,27.445,27.497,27.653,27.653,27.584,28.237,29.091,29.465,29.38,28.853,28.048,27.721,27.566,27.48,27.48,27.497,27.463,27.428,27.428,27.445,27.463,27.514,27.514,27.463,27.411,27.394,27.48,27.48,27.463,27.463,27.549,27.601,27.549,27.584,27.463,27.463,27.497,27.566,27.584,27.601,27.584,27.584,27.566,27.463,27.411,27.532,27.497,27.394,27.445,27.411,27.463,27.48,27.48,27.342,27.342,27.255,27.273,27.307,27.307,27.411,27.324,27.203,27.047,26.856,26.804,26.77,26.717,26.717,26.752,26.735,26.665,26.613,26.491,26.526,26.891,27.169,27.342,27.48,27.584,27.584,27.618,27.584,27.635,27.704,27.721,27.739,27.739,27.704,27.739,27.721,27.635,27.67,27.584,27.584,27.618,27.566,27.618,27.721,27.687,27.704,27.635,27.532,27.532,27.584,27.566,27.566,27.635,27.618,27.584,27.618,27.566,27.601,27.635,27.635,27.601,27.514,27.463,27.514,27.514,27.324,27.29,27.445,27.359,27.221,27.221,27.221,27.394,27.635,27.825,27.98,27.997,27.997,27.962,27.945,27.945,27.876,27.825,27.79,27.773,27.808,27.859,27.739,27.653,27.532,27.29,27.047,26.891,26.874,26.804,26.752,26.648,26.63,26.596,26.596,26.63
,27.255,27.255,27.221,27.203,27.186,27.169,27.186,27.203,27.186,27.203,27.238,27.566,27.687,27.773,27.945,28.289,28.716,28.972,29.023,29.057,28.938,28.511,28.1,27.876,27.808,27.756,27.721,27.514,27.359,27.324,27.151,27.065,27.013,26.926,26.856,26.856,26.909,26.856,26.874,26.926,26.909,27.566,28.443,28.887,28.989,29.006,28.989,28.972,28.614,27.584,26.978,26.891,26.856,26.839,26.926,26.874,26.77,26.648,26.596,26.578,26.63,26.648,26.613,26.7,26.7,26.63,26.63,26.596,26.63,26.578,26.683,26.735,26.787,26.7,26.7,26.909,27.497,28.22,28.75,28.972,29.023,29.04,28.836,28.151,27.532,27.134,26.978,26.995,26.856,26.822,26.926,26.77,26.909,26.822,26.856,26.77,26.787,26.856,26.943,26.943,26.926,26.995,27.099,27.082,27.099,27.151,27.117,27.065,27.047,27.065,27.151,27.29,27.618,28.306,28.904,29.057,29.159,29.193,29.176,29.074,28.58,27.808,27.704,27.653,27.653,27.601,27.618,27.584,27.601,27.584,27.584,27.635,27.549,27.601,27.532,27.532,27.48,27.428,27.376,27.549,27.463,27.342,27.376,27.307,27.359,27.29,27.29,27.445,27.445,27.48,27.342,27.238,27.273,27.238,27.186,27.151,27.151,27.221,27.307,27.428,27.497,27.566,27.428,27.376,27.29,27.324,27.376,27.411,27.394,27.48,27.894,28.614,29.108,29.278,29.108,28.186,27.514,27.394,27.376,27.342,27.273,27.273,27.324,27.29,27.29,27.324,27.376,27.394,27.359,27.273,27.238,27.203,27.221,27.255,27.221,27.255,27.255,27.273,27.342,27.186,27.221,27.307,27.342,27.445,27.411,27.411,27.376,27.324,27.221,27.255,27.359,27.255,27.255,27.29,27.29,27.394,27.221,27.134,27.203,27.186,27.099,27.082,27.151,27.169,27.255,27.324,27.169,27.013,26.839,26.717,26.717,26.665,26.683,26.717,26.648,26.543,26.509,26.474,26.491,26.874,27.117,27.324,27.411,27.514,27.497,27.48,27.445,27.497,27.532,27.532,27.514,27.514,27.549,27.601,27.601,27.514,27.514,27.584,27.514,27.497,27.566,27.549,27.566,27.445,27.463,27.48,27.376,27.411,27.497,27.445,27.411,27.394,27.463,27.445,27.532,27.445,27.514,27.445,27.445,27.411,27.359,27.359,27.445,27.497,27.376,27.342,27.151,27.047,26.978,27.03,27.065,27.169,27.394,27.704,27.928,27.945,27.962,27.894,27.894,27.894,27.825,27.79,27.79,27.756,27.739,27.739,27.687,27.635,27.532,27.376,27.065,26.804,26.804,26.717,26.7,26.665,26.665,26.596,26.578,26.63
,27.255,27.221,27.151,27.151,27.134,27.117,27.117,27.169,27.169,27.099,27.151,27.411,27.635,27.756,27.842,27.997,28.323,28.784,28.836,29.04,29.091,28.921,28.494,28.048,27.842,27.773,27.739,27.411,27.376,27.255,27.151,27.047,26.926,26.839,26.787,26.752,26.735,26.7,26.735,26.683,26.648,27.394,28.443,28.921,29.006,29.006,29.04,28.972,28.408,27.151,26.648,26.7,26.543,26.578,26.578,26.561,26.404,26.352,26.334,26.334,26.386,26.404,26.386,26.352,26.299,26.369,26.491,26.404,26.386,26.334,26.404,26.386,26.491,26.456,26.421,26.526,26.839,27.445,28.186,28.75,28.989,29.04,29.057,28.887,28.289,27.601,26.978,26.874,26.717,26.613,26.856,26.63,26.613,26.561,26.578,26.683,26.77,26.735,26.735,26.804,26.839,26.874,26.891,26.909,26.995,27.082,27.099,27.065,27.013,26.978,27.03,27.134,27.618,28.562,29.04,29.142,29.193,29.193,29.159,28.972,28.443,27.859,27.876,27.825,27.911,27.997,28.031,27.997,27.962,27.894,27.859,27.825,27.704,27.687,27.704,27.756,27.584,27.48,27.376,27.376,27.394,27.342,27.394,27.255,27.221,27.169,27.169,27.186,27.134,27.186,27.134,27.221,27.169,27.099,27.117,27.099,27.03,27.065,27.255,27.342,27.445,27.445,27.342,27.273,27.186,27.134,27.186,27.255,27.324,27.359,27.497,28.306,29.091,29.193,28.801,27.962,27.445,27.255,27.169,27.117,27.047,27.047,27.03,27.117,27.169,27.134,27.03,27.013,27.082,27.117,27.117,27.099,27.065,27.099,27.099,27.047,27.082,27.169,27.099,27.065,27.082,27.082,27.065,27.307,27.169,27.047,27.117,27.065,27.047,27.134,27.117,27.082,27.065,27.099,27.203,27.238,26.995,26.909,26.943,26.961,26.787,26.839,27.047,27.047,27.117,27.169,27.065,26.926,26.804,26.7,26.665,26.613,26.578,26.596,26.578,26.543,26.491,26.456,26.526,26.7,27.03,27.117,27.342,27.359,27.273,27.203,27.238,27.203,27.238,27.238,27.221,27.307,27.411,27.428,27.394,27.273,27.186,27.307,27.221,27.428,27.428,27.394,27.497,27.445,27.359,27.342,27.273,27.273,27.273,27.255,27.221,27.221,27.307,27.307,27.342,27.324,27.29,27.376,27.273,27.324,27.29,27.255,27.307,27.307,27.169,26.995,26.891,26.526,26.596,26.891,26.995,27.065,27.342,27.67,27.859,27.911,27.894,27.859,27.842,27.808,27.79,27.808,27.773,27.721,27.721,27.721,27.704,27.532,27.394,27.169,27.013,26.839,26.648,26.63,26.596,26.648,26.596,26.596,26.596,26.596
,27.29,27.203,27.151,27.117,27.117,27.134,27.099,27.082,27.151,27.134,27.221,27.376,27.532,27.67,27.756,27.842,28.1,28.699,28.767,29.006,29.074,29.006,28.665,28.168,27.876,27.842,27.773,27.566,27.376,27.238,27.117,26.978,26.856,26.752,26.717,26.717,26.717,26.683,26.7,26.613,26.63,27.03,28.22,28.904,29.023,29.091,29.057,28.853,28.134,26.926,26.665,26.509,26.421,26.386,26.334,26.317,26.247,26.229,26.229,26.229,26.247,26.229,26.194,26.142,26.142,26.177,26.142,26.247,26.212,26.194,26.264,26.247,26.317,26.299,26.282,26.317,26.421,26.665,27.238,28.065,28.733,28.989,29.023,29.074,29.006,28.682,27.773,27.169,26.648,26.683,26.578,26.491,26.526,26.491,26.509,26.578,26.613,26.63,26.683,26.717,26.735,26.77,26.804,26.856,26.926,27.013,27.047,27.03,26.978,26.943,26.978,27.047,27.497,28.597,29.21,29.21,29.21,29.193,29.159,29.176,29.312,29.108,29.346,29.329,29.549,29.854,29.989,29.972,29.905,29.685,29.499,29.363,29.091,29.091,28.955,28.801,28.374,28.22,28.014,27.894,27.739,27.618,27.307,27.203,27.203,27.065,27.047,27.117,27.065,27.186,27.169,27.117,27.117,26.995,26.943,26.943,26.926,26.995,27.082,27.342,27.428,27.463,27.324,27.134,27.065,26.995,27.013,27.151,27.186,27.117,27.117,27.928,28.716,29.04,28.801,27.825,27.307,27.169,27.082,27.082,27.047,27.013,26.995,27.065,26.995,26.909,26.856,26.891,26.995,26.943,26.856,26.856,26.909,27.013,27.03,26.943,26.943,26.926,26.891,26.874,26.891,26.874,27.03,27.151,26.926,26.752,26.839,26.856,26.995,26.891,26.856,26.891,26.822,26.909,27.047,27.065,26.822,26.77,26.683,26.63,26.543,26.561,26.665,26.648,26.77,26.874,26.926,26.822,26.752,26.717,26.665,26.63,26.543,26.509,26.509,26.474,26.456,26.421,26.439,26.543,26.596,26.648,26.787,26.7,26.7,26.7,26.648,26.735,26.63,26.648,26.735,26.787,26.856,26.839,26.77,26.822,26.7,26.752,26.961,26.926,26.909,27.065,27.047,27.065,27.013,26.961,27.03,27.03,27.047,27.047,26.926,26.943,27.082,27.013,26.978,27.186,27.065,27.134,27.047,27.117,27.065,27.047,27.117,27.03,26.717,26.526,26.491,26.561,26.63,26.909,26.891,26.943,27.221,27.566,27.79,27.825,27.79,27.79,27.79,27.756,27.773,27.773,27.739,27.704,27.67,27.549,27.514,27.411,27.376,27.221,26.978,26.7,26.561,26.578,26.596,26.578,26.561,26.613,26.613,26.578
,27.29,27.169,27.134,27.099,27.047,27.065,27.151,27.117,27.134,27.117,27.238,27.394,27.549,27.635,27.721,27.79,27.911,28.271,28.716,28.938,29.006,29.108,28.938,28.46,28.1,27.911,27.704,27.601,27.376,27.238,27.013,26.839,26.752,26.735,26.683,26.665,26.7,26.63,26.63,26.63,26.578,27.082,28.117,28.836,28.989,29.04,28.955,28.391,27.428,26.613,26.509,26.386,26.369,26.299,26.264,26.247,26.177,26.142,26.124,26.089,26.107,26.142,26.142,26.142,26.194,26.177,26.124,26.142,26.142,26.142,26.142,26.142,26.159,26.142,26.159,26.177,26.194,26.247,26.456,27.065,27.945,28.733,28.955,29.057,29.074,29.074,28.853,27.773,27.099,26.822,26.543,26.474,26.439,26.526,26.509,26.543,26.561,26.543,26.578,26.648,26.683,26.683,26.735,26.804,26.874,26.943,27.013,27.013,26.961,26.961,27.047,27.186,27.756,28.75,29.244,29.244,29.21,29.159,29.176,29.634,30.947,31.197,31.647,31.996,32.293,32.376,32.887,33.002,33.133,32.985,32.87,32.87,32.64,32.804,32.475,32.31,32.078,31.929,31.58,30.88,30.292,28.989,28.289,27.411,27.151,27.065,27.047,27.047,26.978,26.978,26.978,27.03,27.047,26.961,26.891,26.839,26.856,26.909,27.047,27.29,27.394,27.445,27.428,27.134,26.995,26.995,27.03,27.134,27.099,26.961,26.961,27.704,28.494,28.699,28.631,27.945,27.221,26.978,26.943,26.926,26.909,26.909,26.926,26.909,26.874,26.856,26.891,26.891,26.856,26.822,26.839,26.839,26.804,26.787,26.752,26.839,26.856,26.856,26.874,26.77,26.752,26.7,26.648,26.63,26.665,26.648,26.648,26.7,26.752,26.683,26.7,26.822,26.648,26.787,26.856,26.856,26.613,26.596,26.543,26.474,26.421,26.421,26.421,26.282,26.282,26.561,26.717,26.683,26.7,26.648,26.543,26.561,26.543,26.474,26.439,26.386,26.317,26.247,26.194,25.914,25.704,25.792,25.599,25.686,25.686,26.002,25.809,26.089,25.862,25.932,26.142,26.037,26.054,26.002,25.949,26.037,25.932,26.089,26.212,26.404,26.124,26.369,26.054,25.949,26.404,26.194,26.194,26.229,26.299,26.142,26.002,26.229,26.491,26.439,26.264,26.648,26.578,26.509,26.491,26.752,26.856,26.77,26.7,26.561,26.369,26.247,26.317,26.404,26.421,26.63,26.717,26.909,27.273,27.514,27.635,27.67,27.687,27.687,27.687,27.756,27.721,27.808,27.808,27.739,27.635,27.566,27.497,27.463,27.428,27.324,27.047,26.77,26.648,26.648,26.63,26.578,26.578,26.596,26.613,26.613
,27.255,27.117,27.134,27.134,27.099,27.099,27.117,27.134,27.082,27.099,27.255,27.394,27.532,27.635,27.653,27.739,27.808,28.014,28.357,28.767,29.04,29.108,29.04,28.75,28.323,28.151,27.773,27.601,27.342,27.203,26.961,26.752,26.683,26.665,26.665,26.648,26.665,26.63,26.665,26.683,26.7,27.238,28.254,28.853,28.904,28.819,28.391,27.445,26.822,26.386,26.317,26.317,26.282,26.229,26.229,26.159,26.124,26.124,26.089,26.054,26.054,26.054,26.019,26.002,26.019,26.054,26.054,26.054,26.054,26.072,26.002,26.002,26.054,26.054,26.072,26.107,26.107,26.124,26.159,26.299,26.822,27.773,28.511,28.955,29.074,29.057,28.989,29.091,28.511,27.359,26.787,26.509,26.404,26.439,26.456,26.474,26.474,26.526,26.526,26.561,26.613,26.665,26.717,26.787,26.839,26.909,26.978,26.995,26.978,27.047,27.255,27.739,28.494,29.108,29.176,29.21,29.125,28.87,28.904,29.482,30.863,31.231,31.314,31.414,31.58,31.697,31.962,31.996,32.293,32.26,32.095,32.161,32.293,32.128,32.045,31.846,31.996,31.896,31.946,31.713,31.597,31.164,30.494,28.289,27.238,27.099,27.013,26.995,26.943,26.961,26.909,26.943,26.926,26.856,26.787,26.77,26.77,26.77,26.909,27.047,27.307,27.428,27.445,27.307,27.065,26.995,26.978,27.013,27.065,27.013,27.013,27.584,28.289,28.426,28.323,27.859,27.203,26.891,26.891,26.874,26.839,26.856,26.856,26.839,26.839,26.822,26.822,26.839,26.787,26.752,26.752,26.735,26.717,26.7,26.683,26.735,26.804,26.77,26.822,26.752,26.648,26.613,26.578,26.543,26.561,26.596,26.613,26.613,26.648,26.613,26.613,26.596,26.526,26.613,26.648,26.561,26.439,26.491,26.456,26.456,26.264,26.229,26.159,26.002,26.124,26.543,26.63,26.717,26.665,26.613,26.543,26.491,26.474,26.439,26.404,26.334,26.229,26.212,26.037,25.757,25.511,25.493,25.458,25.44,25.405,25.335,25.458,25.528,25.528,25.528,25.669,25.563,25.546,25.475,25.458,25.475,25.458,25.563,25.563,25.634,25.546,25.616,25.511,25.423,25.704,25.458,25.423,25.651,25.546,25.475,25.616,25.599,25.528,25.686,25.546,25.704,25.792,26.002,25.949,26.317,26.386,26.317,26.247,26.247,26.229,26.142,26.282,26.317,26.404,26.474,26.7,26.874,27.203,27.566,27.67,27.618,27.635,27.635,27.618,27.739,27.67,27.773,27.756,27.653,27.584,27.549,27.463,27.428,27.394,27.169,26.926,26.804,26.7,26.613,26.613,26.526,26.491,26.509,26.596,26.596
